120
1500	70	
1563	72	
1625	74	
1688	76	
1750	77	
2497	76	
3000	74	
3531	76	
3750	72	
5563	74	
5656	76	
5719	77	
5781	79	
5844	82	
6494	79	
7000	77	
7500	79	
7781	77	
7844	79	
8000	76	
8522	72	
9625	74	
9719	76	
9808	77	
10500	76	
11000	74	
11500	76	
11754	72	
13938	76	
14000	72	
15250	76	
15500	77	
15750	76	
16000	72	
17406	70	
17500	72	
17594	74	
17688	76	
17781	77	
18531	76	
19000	74	
19500	76	
19750	72	
21406	75	
21500	76	
21594	77	
21688	79	
21781	82	
22500	79	
23000	77	
23500	79	
23778	76	
24281	72	
25438	70	
25531	72	
25625	74	
25719	76	
25813	77	
26500	76	
27000	74	
27500	76	
27719	72	
28495	76	
28707	72	
29013	76	
29280	77	
29546	79	
29760	77	
30023	76	
30251	72	
30518	76	
30730	72	
31036	76	
31281	77	
31470	79	
31733	77	
32000	53	
32813	52	
33990	57	
34750	55	
36000	53	
36750	52	
39500	58	
39750	60	
39993	48	
40750	52	
42000	57	
42750	55	
44000	53	
44750	52	
45500	48	
48000	57	
48754	55	
50000	53	
50750	52	
52000	57	
52750	55	
56000	57	
56750	55	
58000	53	
58750	52	
59500	58	
59750	60	
65500	70	
65563	72	
65625	74	
65688	76	
65750	77	
66497	76	
67000	74	
67531	76	
67750	72	
69563	74	
69656	76	
69719	77	
69781	79	
69844	82	
70494	79	
71000	77	
71500	79	
71781	77	
71844	79	
72000	76	
72522	72	
73625	74	
73719	76	
73808	77	
74500	76	
75000	74	
75500	76	
75754	72	
77937	76	
78000	72	
79250	76	
79500	77	
79750	76	
80000	72	
81406	70	
81500	72	
81594	74	
81687	76	
81781	77	
82531	76	
83000	74	
83500	76	
83750	72	
85406	75	
85500	76	
85594	77	
85687	79	
85781	82	
86500	79	
87000	77	
87500	79	
87778	76	
88281	72	
89437	70	
89531	72	
89625	74	
89719	76	
89812	77	
90500	76	
91000	74	
91500	76	
91719	72	
92495	76	
92707	72	
93012	76	
93280	77	
93546	79	
93760	77	
94023	76	
94251	72	
94518	76	
94730	72	
95036	76	
95281	77	
95470	79	
95733	77	
